fecha,producto,precio_farmacity,lista_farmacity,precio_farmaplus,lista_farmaplus,precio_selma,lista_selma
2026-04-10,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-10,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,$ 7.350,NA,$ 15.258,$ 20.344,16276.0,20751.0
2026-04-10,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-10,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-10,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-10,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-11,Nivea Sun Tono Medio,$ 19.837,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-11,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-11,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-11,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-11,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-11,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,,NA,$ 15.563,$ 20.751,16601.0,20751.0
2026-04-11,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-11,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-11,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-11,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-12,Nivea Sun Tono Medio,$ 19.837,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-12,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-12,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-12,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-12,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-12,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,,NA,$ 15.563,$ 20.751,16601.0,20751.0
2026-04-12,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-12,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-12,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-12,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-13,Nivea Sun Tono Medio,$ 17.003,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-13,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-13,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-13,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-13,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-13,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,,NA,$ 15.563,$ 20.751,16601.0,20751.0
2026-04-13,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-13,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-13,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-13,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-14,Nivea Sun Tono Medio,$ 17.003,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-14,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-14,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-14,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-14,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-14,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,,NA,$ 14.526,$ 20.751,16601.0,20751.0
2026-04-14,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-14,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-14,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-14,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-15,Nivea Sun Tono Medio,$ 17.003,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-15,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-15,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-15,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-15,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-15,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,NA,NA,$ 14.526,$ 20.751,16601.0,20751.0
2026-04-15,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-15,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-15,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-15,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-16,Nivea Sun Tono Medio,$ 17.003,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-16,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-16,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-16,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-16,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-16,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,,NA,$ 14.526,$ 20.751,16601.0,20751.0
2026-04-16,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-16,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-16,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-16,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
2026-04-17,Nivea Sun Tono Medio,$ 19.837,NA,$ 19.837,$ 28.338,21361.0,30515.0
2026-04-17,Vichy Capital Soleil,$ 54.504,NA,$ 54.504,$ 83.852,56627.0,87118.0
2026-04-17,Caviahue Contorno de Ojos,$ 59.000,NA,$ 53.100,$ 59.000,59000.0,59000.0
2026-04-17,Maybelline Rubor Líquido Face Sunkisser,$ 32.995,NA,$ 32.990,NA,NA,NA
2026-04-17,Isdin Fusion Water Magic,$ 47.740,NA,$ 44.067,$ 73.445,47739.0,73445.0
2026-04-17,102 Magnesio Citrato Vitaminas Y Minerales Gummies 90 Unidades,,NA,$ 14.526,$ 20.751,16601.0,20751.0
2026-04-17,Serum Ojos Anti Ojeras Glycolic Bright L´Oreal Paris,$ 25.408,NA,$ 25.408,$ 39.090,NA,NA
2026-04-17,Brillo Labial Voluminizador Maybelline Lifter Plump,$ 31.984,NA,$ 31.990,NA,NA,NA
2026-04-17,L'oréal Paris Revitalift Sérum Ácido Hialurónico 30ml,$ 25.794,NA,$ 25.794,$ 42.990,NA,NA
2026-04-17,Agua Micelar Skin Active Con Ácido Salicílico 400ml,$ 12.993,NA,$ 12.993,$ 19.990,NA,NA
